web-scraper-order,web-scraper-start-url,title_raw,address_raw,price_raw,description_raw
"1678953546-885","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","BMX kinder Velos 20zoll","Basel-Landschaft, 4402, 07.03.2023","150.-","Wenig gebracht"
"1678953546-886","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","Wohnwagen Fendt Tendenza 465 komplett ausgestattet","Solothurn, 2540, 07.03.2023","35'600.-","Guten Tag zusammen
Nun ist leider die Zeit gekommen um unseren geliebten und sehr gepflegten Wohnwagen an einen neuen Besitzer-in zu verkaufen. Der Wohnwagen ist sofort einsatzbereit für Ihre verdienten Ferien.
Er wurde sehr selten gebraucht und ist absolut unfallfrei. 1xNormandie, 2x Schwarzwald, 1x Graubünden, 6x Tessin, 3x Gardasee und 1x Sardinien. Wohnwagen wurde nie im Sand bewegt noch geschweige stationiert!
Kompl. Ausgestattet. 
Kathrein Dreh- SAT Anlage mit LED TV mit DVD, Klimaanlage, grösserer Wassertank ca.45l, Gasheizung Luft sowie el. Bodenheizung, Warmwasserboiler, grosser Kühlschrank, orig. getönte Scheiben
Big- Food Stützen, Aluminium Räder, Fahrradträger für 2 Velos, Fahrradträger für 4 Velos für PW Fahrzeugdach, 2x Gasflaschen gross mit Umschaltventil, spez. Madratzenaufsatz / Topper für Bett über Küchentisch, Vorzelt Brand mit spez. ALU Gestell mit Sturmstangen (Gewichtsersparnis) mit spez. grossen Sturmheringen, Vorzeltteppich, diverse Reinigungs- Utensilien wie Teleskop Bürsten etc., Staubsauber,
Massgeschneiderter Teppich für den Innenraum, Mückenvorhang, Markise / Sonnenstore für Kurztrips inkl. spez. Abspannvorrichtung, Tisch fürs Vorzelt 4x Stühle Gasgrill mit sep. Gasflasche, Aluleiter klein und gross, Wagenheber, Reserverad, diverse Kabelrollen mit div. EU Steckern, kompl. Küchen- Utensilien über Pfannen, Teller, Besteck, Gläser, Eierkocher, Wasserkocher, Mückentöter, diverse extra Kleiderhaken, Wasserschlauch, Abwasserschlauch, Niveaukeile, Werkzeugkiste mit div. Verbrauchsmaterial, Spannsets, spez. Abspanngurten, Sonnenschirm, 2 top erhaltene und zusammenklappbare orig. MINI Fahrräder, Kehrichtsackgestell, DAB+ PURE Radio, Mobiler Wasser und Abwasserbehälter, und noch sehr vieles mehr!!!
Wohnwagen wird noch MFK geprüft inkl. GAS Kontrolle. Vignette 2023 ist ebenfalls dabei?
!!! Wohnwagen war ganzjährig in der Garage abgestellt. Wohnwagen wurde ohne Haustiere und absolut raucherfrei benutzt. Der komplette Unterboden wurde von neu gegen Fäulnis sowie Korrosion grossflächig behandelt. 
Wohnwagen wird ohne Garantie sowie Gewährleistung verkauft.
BAR, Banküberweisung oder TWINT möglich.
Habe noch sehr viele Fotos die ich an ernsthafte Interessenten senden kann.
Wohnwagen kann auch vor Ort besichtigt werden."
"1678953546-887","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","Veloanhänger für 4 Velos","Graubünden, 7492, 07.03.2023","190.-","Gut erhaltener Veloanhänger für 4 Velos.
Passt auf jede herkömmliche Anhängerkuplung."
"1678953546-888","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","Suzuki Alto  Spezialausführung Sergio Cellano frisch ab MFK","Zürich, 8127, 07.03.2023","3'750.-","Sehr geehrte Damen und Herren
Besten Dank für ihr Interesse. Biete aus 2. Hand ein zuverlässiges sowie günstiges Fahrzeug an:

- 8-Fach bereift
- Serviceheft vorhanden (letzter Service am 28.10.2022 Betrag CHF 915.35)
- MFK 02.11.2022 (somit 2 Jahre mind. Ruhe)
- Anhängerkupplung (für Velos)

Mängel:

- Sitze kleine Risse
- Start-Stop-Automatik funktioniert nicht (hat mich nie gestört)

Für Fragen stehe ich Ihnen unter der Nummer 079 320 34 73 zur Verfügung."
"1678953546-889","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","3 Militär/Post/Garten Velos","Aargau, 5000, 07.03.2023","130.-","Als Deko, aufbereiten oder Teile, separate Schutzbleche, Gepäckträger, Abholung im Zürcher Oberland"
"1678953546-890","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","Bürstner Wohnwagen mit allen Extras ab MFK","Luzern, 6146, 07.03.2023","21'900.-","Bald beginnt die Saison der Camper, bist auch du ein leidenschaftlicher Camper?

Suchst du noch den passenden Wohnwagen?

Ich hab was tolles für dich da wir uns anders orientieren vergeben wir unseren Wohnwagen mit vielen Extras der Marke,

Bürstner Averso Jahrgang 2016

- Leergewicht Wohnwagen 1300kg 
- Gesamtgewicht Wohnwagen 1700Kg
- Gastest gemacht
- Auflastung eingetragen
- Antischlinger Kupplung
- Hagelsicheres Dach ""auch bei starkem Regen hört man praktisch nichts""
- Dach-Klima
- Automatische Sat-Anlage mit TV
- Mover
- Dachmarkiese Neu ""Belege vorhanden""
- Veloträger für 2 Velos
- Queensbett was gibt es schöneres als jeder kann selber ins Bett, als noch grosse Turnübungen zu machen vor dem Bett gehen :-)
- Panorama Fenster
- Grosser Kühlschrank mit TK
Im Wohnwagen wurde NIE geraucht und keine Tiere gehalten, meine Frau hat sehr Sorge getragen und er wurde gehegt und gepflegt.

Gerne dürfen Sie das Prachtstück besichtigen, melden Sie sich und verpassen Sie das tolle Angebot nicht.

Preis verhandelbar

079/655/15/43"
"1678953546-891","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","Yepp Velositz","St. Gallen, 8645, 07.03.2023","90.-","Wir verkaufen unseren Yepp Velositz mit zwei Halterungen. Er kann mit einem Handgriff vom Velo abgenommen werden oder wieder angesteckt werden. Somit kann er flexibel zwischen zwei Velos gewechselt werden."
"1678953546-892","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","Velos, Laufrad zu verkaufen","Luzern, 6014, 07.03.2023","200.-","Preis Velo 200
Laufrad je 50"
"1678953546-893","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","Charmante und helle 3.5 Zimmer-Wohnung in St. Margrethen","St. Gallen, 9430, 07.03.2023, auf homegate.ch","1'120.- pro Monat","Diese wunderschöne 3.5-Zimmer-Wohnung an einem erstklassigen Standort in St. Margrethen wird Ihr Herz höher schlagen lassen! Sie ist ideal für eine Einzelperson oder ein Paar, die das pulsierende Leben in der Stadt geniessen möchten. In unmittelbarer Nähe finden Sie alles, was das Herz begehrt: Einkaufsmöglichkeiten, öffentliche Verkehrsmittel und sogar ein schneller Anschluss an die Autobahn, um jederzeit mobil zu bleiben. Der intelligente Grundriss der Wohnung ist einfach beeindruckend und die beiden Balkone bieten Ihnen die Möglichkeit, die Sonne von morgens bis abends zu geniessen. Sie werden sich in diese Wohnung verlieben, sobald Sie sie betreten haben!

 

 

Kommen Sie vorbei und lassen Sie sich begeistern!

 

 

Dieses properti-Angebot zeichnet sich durch folgende Vorteile aus:

 

· 2 Balkone für Morgen und Abendsonne
· Intelligente Raumaufteilung
· Keller
· Waschmaschine und Tumbler im UG
· Garage für 125.00 CHF zumietbar
· Separate Garage für Velos
Interessiert? Kontaktieren Sie uns für ein unverbindliches Gespräch!

 

Selbst eine Immobilie zu vermarkten? Wir überzeugen mit fairen und transparenten Konditionen!"
"1678953546-894","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","Velopneus und Schläuche fabrikneu günstig","Aargau, 5106, 07.03.2023","15.-","Velopneus und Schläuche fabrikneu günstig 
Aus einer alten Werkstatt 
Für oldivelo Mountainbike bike Rennvelo usw 
Marken Continental Maloya Schwalbe usw . Hab sehr viele Ersatzteile zu Velos Sattel Lenker pletscher Gepäckträger Schaltungen Shimano Ketten Schutzbleche leuchten vorne und hinten Räder naben"
"1678953546-895","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","EXPRESS-VERSAND Fixie Bike 57 cm URBAN BROWN","Zürich, 8000, 07.03.2023","240.-","KOSTENLOSE LIEFERUNG innerhalb 48 Stunden 

- Fixed Gear Singlespeed Velo:Mit diesem Fixie sind Sie stilsicher unterwegs! Wie alle klassischen Singlespeed Velos besitzt dieses Fahrrad keine Gangschaltung. Die einfache Bauweise sowie zeitloses Design sorgt nicht nur für ein angenehmes Fahrgefühl, sondern sorgt auch für Aufsehen. Dank des höhenverstellbaren Sattels und Lenker zeichnet sich dieses Fixie vor allem durch seinen Fahrkomfort aus.

\\t- Markenqualität von TOTEM
\\t- Rahmengrösse: 57 cm
\\t- Laufradgrösse: 700C (28')
\\t- Rahmen: Hi-Ten
\\t- Doppelwandige Felgen aus Aluminium
\\t- Bremsen: Logan Felgenbremsen
\\t- Farbe: schwarz / rot / braun (gemäss Abbildung)
Das Velo wird 85% vormontiert geliefert. Die restliche Montage ist einfach und eine detaillierte Montageanleitung liegt bei.- Artikelnummer : SN-10591

Alle Produkte sind originalverpackte NEUWARE
Versand ist KOSTENFREI
Lieferzeit für DIESEN Artikel ist 1-2 Tage nach Zahlungseingang  

BESTELLUNG ===> Klicken Sie auf den Link unten und Sie werden automatisch zum gewünschten Artikel in unserem Online-Shop weitergeleitet."
"1678953546-896","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","Militär Velo","Bern, 3604, 07.03.2023","249.-","Verkaufen sind zwei Militär Velos. Beide haben einen guten Zustand. Preis gilt für eine Velos. Vielen Dank"
"1678953546-897","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","Veloständer","Bern, 3380, 07.03.2023","10.-","Veloständer für 3 Velos 

Muss abgeholt werden!"
"1678953546-898","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","Heckträger für Velos","Basel-Landschaft, 4448, 07.03.2023","Gratis","Für 2 velos, muss abgeholt werden."
"1678953546-899","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","Arrow Topeka MTB neuwertig ab Service 48cm 19"" 170-185cm","Luzern, 6182, 07.03.2023","480.-","Occasion MTB Fahrrad ab Service vom Fachmann

Rahmenhöhe 48cm / 19"" 170-185cm Körpergrösse

Schaltung: 24Gang Shimano XT Kettenkit ist neu

Bremsen: Felgenbremse Shimano XT

26"" Räder

Federgabel neu mit Lockout

Bremsen und Schaltung sowie Reifen in Top Zustand, Diverse Teile neu ersetzt!

Kettenkit neu

immer 50 Occasion Velos am Lager

Keine Preisverhandlungen möglich!

Info Tel 078 770 24 89

Hauslieferung gegen Aufpreis nach Absprache möglich!"
"1678953546-900","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=11&query=velos","Fiat Ducato 2,3 JTD","Bern, 3616, 07.03.2023","8'000.-","Verkaufe sehr zuverlässigen Fiat, z.t als Wohnmobil ausgebaut.
Perfekt für Fahrrad oder Motorrad Ferien.

Der Bus ist ausgestattet mit Doppelbett, Dachluke, Sonnenstore, externer Stromanschluss, 1 Möbel, viel Stauraum für Velos etc.

Der Ducato wurde immer nur im Sommer gefahren, im Winter war er am trockenen.

Kupplung wurde bei 185t km ersetzt.
Momentan 187t km.

Der Bus hat uns die letzten 13 Jahre stets zuverlässig durch Europa gebracht, nun geben wir ihn, aufgrund Neuorientierung, in gute Hände weiter.

Ab Platz und ohne Garantie 
Bei ernsthaftem Interesse Besichtigung möglich. 079 548 23 15"
"1678953549-901","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=10&query=velos","Camper mieten / Versicherung und Pannenhilfe inklusive","Luzern, 6016, 09.03.2023","125.-","Sie haben den Road-Trip Ihrer Träume geplant und jetzt brauchen Sie ein Fahrzeug auf das Sie sich verlassen können. 

Inbegriffene Leistungen:
- Teilkaskoversicherung / Selbstbehalt CHF 0.-- 
- Haftpflichtversicherung
- Pannenhilfe Europaweit
- Persönliche Übergabe ca. 30-45 Minuten
- 200 Kilometer pro Nacht sind inbegriffen. Mehr-Kilometer 0.50 CHF
- Chemikalien etc. inbegriffen
- Fahrzeug vollausgestattet
- Sonnenmarkise / Veloträger für 2 normale Velos (keine e-bikes)

Zusätzliche Leistungen optional pro Buchung:
- Endreinigung Innen & Aussen | CHF 150 CHF
- Bettwäsche (Bettanzug, Bettdecke, Kissen) für beide Betten | CHF 50 CHF
- Haustiere Zuschlag für Reinigung | CHF 75

Mietkosten inkl. Versicherungsschutz und Pannenhilfe:
Hauptsaison ( Jul. - Aug.): 150 CHF pro Nacht | 5 Nächte Mindestmietdauer
Zwischensaison ( Mai - Jun. / Sep. - Okt.): 125 CHF pro Nacht | 3 Nächte Mindestmietdauer
Vorsaison ( Nov. - Apr.): 105 CHF pro Nacht | 3 Nächte Mindestmietdauer

Ausstattung:
Masse Fahrzeug: Breite: 1.974, Länge: 5.680, Höhe: 2.650
MFK: Dez 22
Neuer Motor: Herbst 22
Bad: Toilette, Lavabo, Dusche
Kochen: Gasherd zweifach, Spüle, Campinggeschirr, Kühlbox
Transport: Veloträger, Anhängerkupplung
Wasser: Frischwassertank, Warmwasser, Abwassertank
Campingmöbel: Campingstühle, Campingtisch, Tisch innen
Stromversorgung: Stromversorgung, Solarzelle, Starkstromanschluss, Versorgerbatterie
Innenausstattung: USB, iPhone-Anschluss, Radio, CD Player, Drehbare Sitze, Klimaanlage
Winter: Standheizung
Zusätzliche Ausstattung: Gasflasche, Gaskocher für draussen, Markise, Campingleuchte, Verdunkelungsrollos, Vorhänge
Fahren: Klimaanlage im Fahrerbereich, Tempomat, Servolenkung, Standheizung (Gas/Diesel), Zentralverriegelung, ABS"
"1678953549-902","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=10&query=velos","moderne 2.5 Zimmerwohnung zwischen Birs und St. Albanteich","Basel-Stadt, 4052, 09.03.2023, auf homegate.ch","1'435.- pro Monat","Nach erfolgter Sanierung des Hochhauses Redingstrasse 20/22 im beliebten St. Alban Quartier vermieten wir nach Vereinbarung eine komplett erneuerte 2.5 Zimmerwohnung.
Die mit sorgfältig ausgelesenen Materialien sanierte und helle Wohnung verfügt über eine moderne Küche mit einem Essplatz, ein Wohn-/ und Schlafzimmer mit Parkettböden, ein praktisches Reduit, ein Badezimmer mit Keramikboden und einen Anschluss für eine eigene Waschmaschine/Tumbler. Der Balkon ist von allen Räumen zugänglich und lädt zum Verweilen ein. Abstellplätze für Velos stehen zur Verfügung, Parkplätze für Autos und Motorräder können bei Bedarf dazu gemietet werden.
Von Ihrem möglichen neuen Zuhause aus, können Sie die umliegenden Velo-/, Jogging-/ und Fusswege nutzen. Die Birs und der St. Albanteich fliessen in unmittelbarer Nähe, grosszügige Parkanlagen, Einkaufsläden für den täglichen Bedarf sowie Kindergarten, Schulen und Sportanlagen liegen in wenigen Gehminuten entfernt. Die Buslinien 36 und 37 halten in den Quartierstrassen und der Autobahnanschluss ist in drei Minuten erreichbar.
Stimmen für Sie die Gegebenheiten lohnt sich eine Besichtigung, an der wir Sie gerne begleiten und Ihnen Ihre Fragen beantworten können."
"1678953549-903","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=10&query=velos","Top Stützräder ,""ThreeWheels"" für alle E-Bikes/Velos","Solothurn, 2540, 09.03.2023","695.-","?ThreeWheels? Stützräder für E-Bikes &
Velos für neue Lebensfreude! ?
TOP Qualität und Montage 

SuchenSie Stützräder mit Federung für Ihr E-Bike oder Velo? Wollen Sie wieder unbeschwert und sicher Velo Fahren? Mit ThreeWheels erhalten Sie Freiheit und neue Lebensfreude und Sie fördern zugleich Ihre Gesundheit! ThreeWheels ?made in EU? montieren wir Ihnen auf alle 26""/28"" E-Bikes oder Velos. Sie behalten Ihr eigenes

E-Bike und müssen kein teures schweres Dreirad kaufen. ThreeWheels Räder können Sie für den Autotransport per Schnellspanner einfach abnehmen!
TOP Preis für komplette ?ThreeWheels?       
Pauschalbetrag für Montage bei Ihnen zu Hause  nach Absprache 

 1 Stunde Fahrschulung kostenlos                              

·Zusätzliche ThreeWheels Optionen
ggf. Anfahrtskosten) gemäss Besprechung



Erleben Sie Spass & Freude und ein sicheres Fahrgefühl!
Wir freuen uns auf Ihren Anruf und geben Ihnen gerne AuskunftBeste Grüsse ?Oliver"
"1678953549-904","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=10&query=velos","Carport Autounterstand","Aargau, 5615, 09.03.2023","1'900.-","Dieser Aluminium Design Carport dient als Unterstand für ein Auto, diverse Velos oder als Überdachung Terrasse / Sitzplatz. Es handelt sich um ein Ausstellungsmodell und muss selber demontiert werden. Barzahlung bei Abholung.

Grösse: 5 m lang x 2.70 m breit, Farbe dunkelbraun, mit 3 Pfosten und 3 Montagefüsse um auf Betonfundamente zu schrauben. Schneelast 150 kg/m2.
Die rauchblauen Dachplatten aus Polycarbonat halten ca. 80% der Hitze ab und sind daher im Sommer super! (Neupreis: Fr. 8150.00)
Wir verkaufen diesen Carport aus Umstrukturierungsgründen unseres Unternehmens."
"1678953549-905","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=10&query=velos","Carport Autounterstand, allg. Überdachung","Aargau, 5615, 09.03.2023","1'700.-","Dieser Aluminium Design Carport dient als Unterstand für ein Autos oder diverse Velos oder als Überdachung Terrasse / Sitzplatz. Es handelt sich um ein Ausstellungsmodell und muss selber demontiert werden. Da dieser Carport einbetoniert ist, besteht die Möglichkeit zusätzlich drei passende Montageplatten à Fr. 250.00 zu bestellen. Barzahlung bei Abholung.

Grösse: 5.10 m lang x 2.70 m breit, Farbe urbangrau, mit 3 Pfosten. Schneelast 90 kg/m2.

Die rauchblauen Dachplatten aus Polycarbonat halten ca. 80% der Hitze ab und sind daher im Sommer super! (Neupreis: Fr. 7170.00)
Wir verkaufen diesen Carport aus Umstrukturierungsgründen unseres Unternehmens."
"1678953549-906","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=10&query=velos","Velos reifen mit Innenschlauch","Luzern, 6010, 09.03.2023","5.-","Zum verkaufen neuwertigen Velos reifen 350-600."
"1678953549-907","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=10&query=velos","Damenvelo","Thurgau, 8362, 09.03.2023","144.-","Sehr schönes Damenvelo 
Rahmenhöhe 53 cm
Nur wenig gefahren 
28 Zoll Räder 
Schaltung Shimano 
3x8 Gänge 
Federgabel 
Velo ist in sauberen 
Aufsitzen und losfahren 
Besichtigung und Probefahrt möglich 
Habe noch andere schöne Velos"
"1678953549-908","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=10&query=velos","Sportkleidung Paket Damen Gr. S (34-36)","Bern, 3132, 09.03.2023","40.-","Alles in sehr gutem Zustand, 12 Teile, gesamt Neuwert ca. 400CHF.

Leggins 3/4 Adidas Climate
Radlerhose / Velose Riffraff
türkis shirt Protective
Graues Shirt Adidas
Pinkes Shirt Nike
Baseball Hut Adidas (Hutkörper Mesh, Viser solid)
2x Nike Kappen
Stirnband YUJ
Stirnband Nike
Tschibo Laufhandschuhe
Adidas Climate Handschuhe zum Gewichtheben

Kann zentral in Riggisberg abgeholt werden oder per Versand. Porto ist von Käufer zu tragen.

Bei Interesse oder Fragen gerne per Kontaktformular melden."
"1678953549-909","https://www.tutti.ch/de/q/suche/Ak6V2ZWxvc8CUwMDAwA?sorting=newest&page=10&query=velos","Für die Handtasche. Schloss Enteiser.","Zürich, 8610, 09.03.2023","2.-","Für die Handtasche. Schloss Enteiser.

Ökologisch sinnvoll weitergeben! Vielleicht gefällt es Ihnen?

Ich verkaufe eine wenig gebrauchte Flasche für die Handtasche. Enteist jedes Schloss in Sekundenschnelle: Autos, Velos etc.  Eintröpfeln, fertig. 
Ich hatte es immer für mein Veloschloss mitgenommen-klein und handlich!

Flasche ist nicht mehr ganz voll, es sind noch ca. 40 ml drin. 

Preis nur 2 CHF (zzgl. evtl. Porto) 

Entweder in Uster abholen oder Versand via Post, dann kommt noch das Porto (je nach Gewicht) und eine Verpackungs-Aufwandspauschale 1 CHF hinzu. 

Ich habe noch viele weitere Angebote auf Tutti. Stöbern Sie doch mal unter meinem Namen.
Freue mich über Ihre Kontaktaufnahme. Martina"
